,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
1491, MO,BARTON ,137,11908,1150.49,806.59,0.00%
1492, MO,BATES ,210,16417,1279.16,886.37,0.01%
1493, MO,BENTON ,297,18839,1576.52,873.76,0.01%
1494, MO,BOLLINGER ,142,12052,1178.23,932.14,0.01%
1495, MO,BOONE ,1039,176594,588.36,650.13,0.04%
1496, MO,BUCHANAN ,899,88938,1010.82,848.73,0.03%
1497, MO,BUTLER ,510,42739,1193.29,925.28,0.02%
1498, MO,CALDWELL ,99,9062,1092.47,781.54,0.00%
1499, MO,CALLAWAY ,401,45078,889.57,799.2,0.01%
1500, MO,CAMDEN ,496,44497,1114.68,731.28,0.02%
1501, MO,CAPE GIRARDEAU ,863,78913,1093.61,862.39,0.03%
1502, MO,CARROLL ,117,8913,1312.69,835.45,0.00%
1503, MO,CARTER ,86,6168,1394.29,1101.86,0.00%
1504, MO,CASS ,931,102845,905.25,729.17,0.03%
1505, MO,CEDAR ,214,14016,1526.83,901.06,0.01%
1506, MO,CHARITON ,90,7516,1197.45,724.4,0.00%
1507, MO,CHRISTIAN ,600,84401,710.89,668.67,0.02%
1508, MO,CLARK ,85,6723,1264.32,850.35,0.00%
1509, MO,CLAY ,1693,239085,708.12,690.51,0.06%
1510, MO,CLINTON ,250,20610,1213,893.74,0.01%
1511, MO,COLE ,679,76631,886.06,749.8,0.02%
1512, MO,COOPER ,214,17712,1208.22,908.96,0.01%
1513, MO,CRAWFORD ,324,24302,1333.22,1021.82,0.01%
1514, MO,DADE ,107,7631,1402.18,859.26,0.00%
1515, MO,DALLAS ,205,16448,1246.35,892.89,0.01%
1516, MO,DAVIESS ,97,8209,1181.63,868.51,0.00%
1517, MO,DEKALB ,117,12613,927.61,701.39,0.00%
1518, MO,DENT ,212,15387,1377.79,897.22,0.01%
1519, MO,DOUGLAS ,183,13358,1369.97,888.32,0.01%
1520, MO,DUNKLIN ,426,30535,1395.12,1074.79,0.02%
1521, MO,FRANKLIN ,1056,102838,1026.86,855.86,0.04%
1522, MO,GASCONADE ,194,14808,1310.1,827.66,0.01%
1523, MO,GENTRY ,93,6661,1396.19,817.97,0.00%
1524, MO,GREENE ,2872,288690,994.84,813.69,0.10%
1525, MO,GRUNDY ,139,10165,1367.44,872.4,0.01%
1526, MO,HARRISON ,118,8556,1379.15,892.75,0.00%
1527, MO,HENRY ,282,21594,1305.92,874.8,0.01%
1528, MO,HICKORY ,154,9269,1661.45,836.3,0.01%
1529, MO,HOLT ,57,4448,1281.47,705.2,0.00%
1530, MO,HOWARD ,101,10058,1004.18,800.8,0.00%
1531, MO,HOWELL ,495,40210,1231.04,893.41,0.02%
1532, MO,IRON ,149,10022,1486.73,1068.19,0.01%
1533, MO,JACKSON ,6144,691801,888.12,793.94,0.22%
1534, MO,JASPER ,1201,119111,1008.3,905.26,0.04%
1535, MO,JEFFERSON ,2070,224226,923.18,891.87,0.08%
1536, MO,JOHNSON ,444,53942,823.11,859.31,0.02%
1537, MO,KNOX ,51,3934,1296.39,890.69,0.00%
1538, MO,LACLEDE ,425,35490,1197.52,962.52,0.02%
1539, MO,LAFAYETTE ,393,32618,1204.86,843.9,0.01%
1540, MO,LAWRENCE ,479,38381,1248.01,939.43,0.02%
1541, MO,LEWIS ,126,10134,1243.34,930.07,0.00%
1542, MO,LINCOLN ,501,55267,906.51,908.79,0.02%
1543, MO,LINN ,172,12164,1414.01,921.36,0.01%
1544, MO,LIVINGSTON ,202,15235,1325.89,862.79,0.01%
1545, MO,MCDONALD ,222,22620,981.43,955.99,0.01%
1546, MO,MACON ,184,15170,1212.92,742.39,0.01%
1547, MO,MADISON ,164,12443,1318.01,964.1,0.01%
1548, MO,MARIES ,106,8858,1196.66,822.17,0.00%
1549, MO,MARION ,342,28894,1183.64,855.1,0.01%
1550, MO,MERCER ,51,3699,1378.75,842.34,0.00%
1551, MO,MILLER ,265,25206,1051.34,785.77,0.01%
1552, MO,MISSISSIPPI ,171,13799,1239.22,983.69,0.01%
1553, MO,MONITEAU ,152,16018,948.93,791.83,0.01%
1554, MO,MONROE ,106,8558,1238.61,789.26,0.00%
1555, MO,MONTGOMERY ,164,11620,1411.36,943.5,0.01%
1556, MO,MORGAN ,336,20213,1662.3,1035.52,0.01%
1557, MO,NEW MADRID ,251,17915,1401.06,1073.69,0.01%
1558, MO,NEWTON ,639,58694,1088.7,858.06,0.02%
1559, MO,NODAWAY ,186,22670,820.47,677.33,0.01%
1560, MO,OREGON ,150,10789,1390.3,967.37,0.01%
1561, MO,OSAGE ,122,13664,892.86,655.03,0.00%
1562, MO,OZARK ,128,9237,1385.73,844.33,0.00%
1563, MO,PEMISCOT ,242,17073,1417.44,1184.68,0.01%
1564, MO,PERRY ,218,19285,1130.41,841.13,0.01%
1565, MO,PETTIS ,445,42213,1054.18,846.35,0.02%
1566, MO,PHELPS ,495,44608,1109.67,959.74,0.02%
1567, MO,PIKE ,203,18438,1100.99,880.98,0.01%
1568, MO,PLATTE ,687,98309,698.82,682.75,0.03%
1569, MO,POLK ,329,31285,1051.62,808.97,0.01%
1570, MO,PULASKI ,320,52654,607.74,890.67,0.01%
1571, MO,PUTNAM ,80,4853,1648.46,961.55,0.00%
1572, MO,RALLS ,108,10224,1056.34,789.45,0.00%
1573, MO,RANDOLPH ,295,24989,1180.52,963.76,0.01%
1574, MO,RAY ,282,22754,1239.34,964.48,0.01%
1575, MO,REYNOLDS ,72,6455,1115.41,675.16,0.00%
1576, MO,RIPLEY ,169,13817,1223.13,902.65,0.01%
1577, MO,ST. CHARLES ,2841,390918,726.75,668.8,0.10%
1578, MO,ST. CLAIR ,151,9272,1628.56,944.77,0.01%
1579, MO,STE. GENEVIEVE ,193,18030,1070.44,804.65,0.01%
1580, MO,ST. FRANCOIS ,746,66627,1119.67,946.25,0.03%
1581, MO,ST. LOUIS ,10025,998581,1003.92,739.2,0.37%
1582, MO,SALINE ,255,22980,1109.66,792.15,0.01%
1583, MO,SCHUYLER ,46,4394,1046.88,739.65,0.00%
1584, MO,SCOTLAND ,66,4932,1338.2,915.88,0.00%
1585, MO,SCOTT ,463,38745,1194.99,970.13,0.02%
1586, MO,SHANNON ,90,8168,1101.86,805.76,0.00%
1587, MO,SHELBY ,87,6082,1430.45,906.76,0.00%
1588, MO,STODDARD ,384,29588,1297.82,901.06,0.01%
1589, MO,STONE ,406,31047,1307.69,855.79,0.01%
1590, MO,SULLIVAN ,57,6262,910.25,669.68,0.00%
1591, MO,TANEY ,588,54735,1074.27,799.24,0.02%
1592, MO,TEXAS ,297,25775,1152.28,825.4,0.01%
1593, MO,VERNON ,237,20723,1143.66,873.74,0.01%
1594, MO,WARREN ,301,33802,890.48,752.74,0.01%
1595, MO,WASHINGTON ,302,24839,1215.83,1056.36,0.01%
1596, MO,WAYNE ,187,13139,1423.24,953.24,0.01%
1597, MO,WEBSTER ,328,38106,860.76,792.68,0.01%
1598, MO,WORTH ,37,2024,1828.06,1025.04,0.00%
1599, MO,WRIGHT ,247,18286,1350.76,967.21,0.01%
1600, MO,ST. LOUIS CITY,3009,311404,966.27,954.89,0.11%
1601, MT,BEAVERHEAD ,96,9401,1021.17,659.72,0.00%
1602, MT,BIG HORN ,143,13343,1071.72,1214.25,0.01%
1603, MT,BLAINE ,74,6601,1121.04,993.67,0.00%
1604, MT,BROADWATER ,70,5747,1218.03,826.08,0.00%
1605, MT,CARBON ,106,10460,1013.38,650.84,0.00%
1606, MT,CARTER ,16,1203,Unreliable,Unreliable,0.00%
1607, MT,CASCADE ,873,81755,1067.82,787.68,0.03%
1608, MT,CHOUTEAU ,63,5759,1093.94,790.07,0.00%
1609, MT,CUSTER ,135,11924,1132.17,741.81,0.00%
1610, MT,DANIELS ,17,1755,Unreliable,Unreliable,0.00%
1611, MT,DAWSON ,89,9327,954.22,667.42,0.00%
1612, MT,DEER LODGE ,141,9085,1552.01,1054.27,0.01%
1613, MT,FALLON ,29,3120,929.49,715.74,0.00%
1614, MT,FERGUS ,155,11413,1358.1,745.97,0.01%
1615, MT,FLATHEAD ,864,98082,880.9,707.49,0.03%
1616, MT,GALLATIN ,584,104502,558.84,616.77,0.02%
1617, MT,GARFIELD ,10,1310,Unreliable,Unreliable,0.00%
1618, MT,GLACIER ,141,13694,1029.65,1101.08,0.01%
1619, MT,GOLDEN VALLEY ,14,831,Unreliable,Unreliable,0.00%
1620, MT,GRANITE ,36,3368,1068.88,615.19,0.00%
1621, MT,HILL ,153,16542,924.92,828.16,0.01%
1622, MT,JEFFERSON ,85,11853,717.12,537.8,0.00%
1623, MT,JUDITH BASIN ,15,1940,Unreliable,Unreliable,0.00%
1624, MT,LAKE ,284,29758,954.37,711.75,0.01%
1625, MT,LEWIS AND CLARK ,579,67282,860.56,676.31,0.02%
1626, MT,LIBERTY ,18,2409,Unreliable,Unreliable,0.00%
1627, MT,LINCOLN ,249,19259,1292.9,824.38,0.01%
1628, MT,MCCONE ,21,1700,1235.29,774.16,0.00%
1629, MT,MADISON ,96,7924,1211.51,698.13,0.00%
1630, MT,MEAGHER ,20,1827,1094.69,620.47,0.00%
1631, MT,MINERAL ,61,4184,1457.93,856.92,0.00%
1632, MT,MISSOULA ,934,116130,804.27,754.14,0.03%
1633, MT,MUSSELSHELL ,59,4589,1285.68,795.73,0.00%
1634, MT,PARK ,157,16114,974.31,714.4,0.01%
1635, MT,PETROLEUM ,Suppressed,489,Suppressed,Suppressed,Suppressed
1636, MT,PHILLIPS ,42,4133,1016.21,615.79,0.00%
1637, MT,PONDERA ,78,6084,1282.05,795.63,0.00%
1638, MT,POWDER RIVER ,20,1746,1145.48,512.62,0.00%
1639, MT,POWELL ,91,6858,1326.92,922.76,0.00%
1640, MT,PRAIRIE ,24,1182,2030.46,1069.02,0.00%
1641, MT,RAVALLI ,472,42088,1121.46,699.19,0.02%
1642, MT,RICHLAND ,91,11482,792.54,744.84,0.00%
1643, MT,ROOSEVELT ,131,11305,1158.78,1257.26,0.00%
1644, MT,ROSEBUD ,80,9287,861.42,843.24,0.00%
1645, MT,SANDERS ,143,11534,1239.81,788.37,0.01%
1646, MT,SHERIDAN ,48,3648,1315.79,710.28,0.00%
1647, MT,SILVER BOW ,404,34553,1169.22,884.02,0.01%
1648, MT,STILLWATER ,87,9406,924.94,654.33,0.00%
1649, MT,SWEET GRASS ,48,3623,1324.87,792.71,0.00%
1650, MT,TETON ,74,6056,1221.93,736.13,0.00%
1651, MT,TOOLE ,48,4977,964.44,749.18,0.00%
1652, MT,TREASURE ,Suppressed,692,Suppressed,Suppressed,Suppressed
1653, MT,VALLEY ,80,7539,1061.15,636.73,0.00%
1654, MT,WHEATLAND ,16,2117,Unreliable,Unreliable,0.00%
1655, MT,WIBAUX ,17,1093,Unreliable,Unreliable,0.00%
1656, MT,YELLOWSTONE ,1510,158437,953.06,763.86,0.06%
1657, NE,ADAMS ,311,31684,981.57,713.16,0.01%
1658, NE,ANTELOPE ,87,6329,1374.62,736.69,0.00%
1659, NE,ARTHUR ,Suppressed,469,Suppressed,Suppressed,Suppressed
1660, NE,BANNER ,Suppressed,798,Suppressed,Suppressed,Suppressed
1661, NE,BLAINE ,Suppressed,484,Suppressed,Suppressed,Suppressed
1662, NE,BOONE ,57,5332,1069.02,570.47,0.00%
1663, NE,BOX BUTTE ,112,11194,1000.54,715.81,0.00%
1664, NE,BOYD ,41,1982,2068.62,927.86,0.00%
1665, NE,BROWN ,37,2960,1250,708.79,0.00%
1666, NE,BUFFALO ,345,49383,698.62,635.45,0.01%
1667, NE,BURT ,95,6546,1451.27,760.09,0.00%
1668, NE,BUTLER ,103,8052,1279.19,764.83,0.00%
1669, NE,CASS ,237,25767,919.78,704.84,0.01%
1670, NE,CEDAR ,95,8671,1095.61,610.25,0.00%
1671, NE,CHASE ,48,3937,1219.2,705.06,0.00%
1672, NE,CHERRY ,61,5832,1045.95,601.44,0.00%
1673, NE,CHEYENNE ,111,10051,1104.37,784.39,0.00%
1674, NE,CLAY ,68,6163,1103.36,678.08,0.00%
1675, NE,COLFAX ,83,10414,797,718.59,0.00%
1676, NE,CUMING ,83,9016,920.59,463.54,0.00%
1677, NE,CUSTER ,119,10807,1101.14,661.99,0.00%
1678, NE,DAKOTA ,194,20465,947.96,913.73,0.01%
1679, NE,DAWES ,104,8979,1158.26,790.8,0.00%
1680, NE,DAWSON ,185,23640,782.57,654.06,0.01%
1681, NE,DEUEL ,24,1873,1281.37,689.5,0.00%
1682, NE,DIXON ,63,5762,1093.37,699.9,0.00%
1683, NE,DODGE ,433,36757,1178.01,751.09,0.02%
1684, NE,DOUGLAS ,3940,554995,709.92,723.86,0.14%
1685, NE,DUNDY ,28,1831,1529.22,793.39,0.00%
1686, NE,FILLMORE ,83,5720,1451.05,726.25,0.00%
1687, NE,FRANKLIN ,40,3014,1327.14,779.33,0.00%
1688, NE,FRONTIER ,20,2621,763.07,476.09,0.00%
1689, NE,FURNAS ,57,4787,1190.72,637.74,0.00%
1690, NE,GAGE ,285,21799,1307.4,793.59,0.01%
1691, NE,GARDEN ,30,1930,1554.4,670.34,0.00%
1692, NE,GARFIELD ,39,2011,1939.33,817.55,0.00%
1693, NE,GOSPER ,25,1971,1268.39,841.89,0.00%
1694, NE,GRANT ,Suppressed,641,Suppressed,Suppressed,Suppressed
1695, NE,GREELEY ,27,2399,1125.47,540,0.00%
1696, NE,HALL ,567,61705,918.89,772.07,0.02%
1697, NE,HAMILTON ,72,9186,783.8,546.48,0.00%
1698, NE,HARLAN ,47,3473,1353.3,804.79,0.00%
1699, NE,HAYES ,Suppressed,897,Suppressed,Suppressed,Suppressed
1700, NE,HITCHCOCK ,38,2825,1345.13,793.18,0.00%
1701, NE,HOLT ,127,10250,1239.02,653.65,0.00%
1702, NE,HOOKER ,18,708,Unreliable,Unreliable,0.00%
1703, NE,HOWARD ,74,6429,1151.03,660.12,0.00%
1704, NE,JEFFERSON ,96,7177,1337.61,740.02,0.00%
1705, NE,JOHNSON ,72,5171,1392.38,990.93,0.00%
1706, NE,KEARNEY ,79,6552,1205.74,794.59,0.00%
1707, NE,KEITH ,103,8018,1284.61,773.15,0.00%
1708, NE,KEYA PAHA ,Suppressed,791,Suppressed,Suppressed,Suppressed
1709, NE,KIMBALL ,51,3679,1386.25,741.72,0.00%
1710, NE,KNOX ,105,8571,1225.06,683.05,0.00%
1711, NE,LANCASTER ,2171,309637,701.14,688.62,0.08%
1712, NE,LINCOLN ,375,35550,1054.85,762.86,0.01%
1713, NE,LOGAN ,Suppressed,772,Suppressed,Suppressed,Suppressed
1714, NE,LOUP ,Suppressed,591,Suppressed,Suppressed,Suppressed
1715, NE,MCPHERSON ,Suppressed,493,Suppressed,Suppressed,Suppressed
1716, NE,MADISON ,378,35015,1079.54,805.7,0.01%
1717, NE,MERRICK ,67,7828,855.9,580.49,0.00%
1718, NE,MORRILL ,62,4787,1295.17,813.22,0.00%
1719, NE,NANCE ,39,3576,1090.6,641.03,0.00%
1720, NE,NEMAHA ,78,6971,1118.92,782.31,0.00%
1721, NE,NUCKOLLS ,59,4265,1383.35,662.09,0.00%
1722, NE,OTOE ,177,16081,1100.68,655.12,0.01%
1723, NE,PAWNEE ,33,2652,1244.34,523.89,0.00%
1724, NE,PERKINS ,34,2898,1173.22,546.98,0.00%
1725, NE,PHELPS ,118,9266,1273.47,727.5,0.00%
1726, NE,PIERCE ,59,7159,824.14,604.3,0.00%
1727, NE,PLATTE ,274,32861,833.82,605.28,0.01%
1728, NE,POLK ,59,5203,1133.96,711.05,0.00%
1729, NE,RED WILLOW ,149,10722,1389.67,876.59,0.01%
1730, NE,RICHARDSON ,115,8060,1426.8,699.9,0.00%
1731, NE,ROCK ,29,1390,2086.33,1142.01,0.00%
1732, NE,SALINE ,150,14331,1046.68,814.47,0.01%
1733, NE,SARPY ,964,179023,538.48,622.79,0.04%
1734, NE,SAUNDERS ,227,21038,1079,784.49,0.01%
1735, NE,SCOTTS BLUFF ,383,36422,1051.56,749.67,0.01%
1736, NE,SEWARD ,176,17284,1018.28,733.26,0.01%
1737, NE,SHERIDAN ,63,5234,1203.67,618.03,0.00%
1738, NE,SHERMAN ,38,3054,1244.27,754.06,0.00%
1739, NE,SIOUX ,10,1242,Unreliable,Unreliable,0.00%
1740, NE,STANTON ,37,5944,622.48,518.59,0.00%
1741, NE,THAYER ,79,5101,1548.72,711.75,0.00%
1742, NE,THOMAS ,Suppressed,716,Suppressed,Suppressed,Suppressed
1743, NE,THURSTON ,85,7127,1192.65,1178.69,0.00%
1744, NE,VALLEY ,60,4184,1434.03,768.02,0.00%
1745, NE,WASHINGTON ,171,20603,829.98,644.65,0.01%
1746, NE,WAYNE ,66,9365,704.75,512.08,0.00%
1747, NE,WEBSTER ,63,3603,1748.54,1027.48,0.00%
1748, NE,WHEELER ,Suppressed,776,Suppressed,Suppressed,Suppressed
1749, NE,YORK ,188,13794,1362.91,874.12,0.01%
1750, NV,CHURCHILL ,273,24198,1128.19,877.54,0.01%
1751, NV,CLARK ,16079,2155664,745.9,733.87,0.59%
1752, NV,DOUGLAS ,452,48020,941.27,553.55,0.02%
1753, NV,ELKO ,321,52168,615.32,753.52,0.01%
1754, NV,ESMERALDA ,16,790,Unreliable,Unreliable,0.00%
1755, NV,EUREKA ,15,1917,Unreliable,Unreliable,0.00%
1756, NV,HUMBOLDT ,143,16842,849.07,932.91,0.01%
1757, NV,LANDER ,47,5702,824.27,779.31,0.00%
1758, NV,LINCOLN ,68,5055,1345.2,983.85,0.00%
1759, NV,LYON ,651,53179,1224.17,949.84,0.02%
1760, NV,MINERAL ,80,4449,1798.16,1051.74,0.00%
1761, NV,NYE ,715,43423,1646.59,986.24,0.03%
1762, NV,PERSHING ,51,6560,777.44,699.27,0.00%
1763, NV,STOREY ,29,4051,715.87,410.33,0.00%
1764, NV,WASHOE ,4066,453616,896.35,816.49,0.15%
1765, NV,WHITE PINE ,84,9682,867.59,715.82,0.00%
1766, NV,CARSON CITY,812,54742,1483.32,1000.18,0.03%
1767, NH,BELKNAP ,731,60779,1202.72,813.41,0.03%
1768, NH,CARROLL ,559,47289,1182.09,696.07,0.02%
1769, NH,CHESHIRE ,730,75774,963.39,735.58,0.03%
1770, NH,COOS ,458,32039,1429.51,893.49,0.02%
1771, NH,GRAFTON ,826,88888,929.26,652.62,0.03%
1772, NH,HILLSBOROUGH ,3388,407761,830.88,715.83,0.12%
1773, NH,MERRIMACK ,1402,148582,943.59,713.83,0.05%
1774, NH,ROCKINGHAM ,2523,303251,831.98,685.14,0.09%
1775, NH,STRAFFORD ,1132,127428,888.34,788.16,0.04%
1776, NH,SULLIVAN ,454,43004,1055.72,748.5,0.02%
1777, NJ,ATLANTIC ,2787,270991,1028.45,815.65,0.10%
1778, NJ,BERGEN ,7146,939151,760.9,556.48,0.26%
1779, NJ,BURLINGTON ,4199,449284,934.6,729.04,0.15%
1780, NJ,CAMDEN ,4700,510150,921.3,783.5,0.17%
1781, NJ,CAPE MAY ,1274,94430,1349.15,798.33,0.05%
1782, NJ,CUMBERLAND ,1533,153797,996.77,881.02,0.06%
1783, NJ,ESSEX ,5963,796914,748.26,703.45,0.22%
1784, NJ,GLOUCESTER ,2641,292330,903.43,788.91,0.10%
1785, NJ,HUDSON ,3713,677983,547.65,605.75,0.14%
1786, NJ,HUNTERDON ,918,124676,736.31,563.44,0.03%
1787, NJ,MERCER ,2925,371023,788.36,670.83,0.11%
1788, NJ,MIDDLESEX ,5971,837073,713.32,625.3,0.22%
1789, NJ,MONMOUTH ,5450,625846,870.82,661.56,0.20%
1790, NJ,MORRIS ,3767,498423,755.78,571.93,0.14%
1791, NJ,OCEAN ,7272,592497,1227.35,747.68,0.26%
1792, NJ,PASSAIC ,3643,507945,717.2,650.07,0.13%
1793, NJ,SALEM ,769,63436,1212.25,879.75,0.03%
1794, NJ,SOMERSET ,2325,333751,696.63,566.16,0.08%
1795, NJ,SUSSEX ,1218,142522,854.6,720.28,0.04%
1796, NJ,UNION ,3949,555630,710.72,627.63,0.14%
1797, NJ,WARREN ,992,106617,930.43,707.24,0.04%
1798, NM,BERNALILLO ,5669,676953,837.43,732.2,0.21%
1799, NM,CATRON ,38,3508,1083.24,547.63,0.00%
1800, NM,CHAVES ,693,65282,1061.55,917.44,0.03%
1801, NM,CIBOLA ,258,27487,938.63,881.24,0.01%
1802, NM,COLFAX ,168,12253,1371.09,895.59,0.01%
1803, NM,CURRY ,406,50280,807.48,861.09,0.01%
1804, NM,DEBACA ,24,1793,1338.54,786.75,0.00%
1805, NM,DONA ANA ,1525,214207,711.93,646.23,0.06%
1806, NM,EDDY ,557,57621,966.66,880.37,0.02%
1807, NM,GRANT ,338,28280,1195.19,721.33,0.01%
1808, NM,GUADALUPE ,41,4376,936.93,669.87,0.00%
1809, NM,HARDING ,Suppressed,665,Suppressed,Suppressed,Suppressed
1810, NM,HIDALGO ,49,4302,1139.01,728.59,0.00%
1811, NM,LEA ,533,69749,764.17,860.78,0.02%
1812, NM,LINCOLN ,219,19429,1127.18,740.17,0.01%
1813, NM,LOS ALAMOS ,139,18147,765.97,547.75,0.01%
1814, NM,LUNA ,303,24450,1239.26,879.83,0.01%
1815, NM,MCKINLEY ,668,74923,891.58,1011.43,0.02%
1816, NM,MORA ,45,4504,999.11,679.47,0.00%
1817, NM,OTERO ,640,65410,978.44,822.74,0.02%
1818, NM,QUAY ,122,8365,1458.46,977.79,0.00%
1819, NM,RIO ARRIBA ,421,40040,1051.45,899,0.02%
1820, NM,ROOSEVELT ,147,19082,770.36,747.2,0.01%
1821, NM,SANDOVAL ,1092,142025,768.88,677.94,0.04%
1822, NM,SAN JUAN ,1061,115079,921.98,839,0.04%
1823, NM,SAN MIGUEL ,306,27760,1102.31,852.64,0.01%
1824, NM,SANTA FE ,1232,148651,828.79,605.08,0.04%
1825, NM,SIERRA ,272,11191,2430.52,1130.44,0.01%
1826, NM,SOCORRO ,201,17027,1180.48,975.73,0.01%
1827, NM,TAOS ,307,33065,928.47,640.63,0.01%
1828, NM,TORRANCE ,173,15302,1130.57,869.53,0.01%
1829, NM,UNION ,38,4183,908.44,606.69,0.00%
1830, NM,VALENCIA ,672,75626,888.58,789.56,0.02%
1831, NY,ALBANY ,2706,308846,876.16,686.34,0.10%
1832, NY,ALLEGANY ,467,47077,991.99,764.73,0.02%
1833, NY,BRONX ,9670,1455720,664.28,688.64,0.35%
1834, NY,BROOME ,2051,195334,1050,744.55,0.07%
1835, NY,CATTARAUGUS ,792,77677,1019.61,769.19,0.03%
1836, NY,CAYUGA ,764,77861,981.24,702.38,0.03%
1837, NY,CHAUTAUQUA ,1566,129504,1209.23,847.13,0.06%
1838, NY,CHEMUNG ,942,86322,1091.26,788.83,0.03%
1839, NY,CHENANGO ,599,48579,1233.04,852.54,0.02%
1840, NY,CLINTON ,710,81073,875.75,724.31,0.03%
1841, NY,COLUMBIA ,668,60989,1095.28,692,0.02%
1842, NY,CORTLAND ,457,48070,950.7,788.44,0.02%
1843, NY,DELAWARE ,552,45523,1212.57,749.61,0.02%
1844, NY,DUTCHESS ,2520,294473,855.77,664.05,0.09%
1845, NY,ERIE ,9804,921046,1064.44,786.81,0.36%
1846, NY,ESSEX ,416,38102,1091.81,657.3,0.02%
1847, NY,FRANKLIN ,455,50409,902.62,761.15,0.02%
1848, NY,FULTON ,615,53828,1142.53,805.61,0.02%
1849, NY,GENESEE ,609,58482,1041.35,743.88,0.02%
1850, NY,GREENE ,481,47508,1012.46,695.94,0.02%
1851, NY,HAMILTON ,48,4542,1056.8,563.58,0.00%
1852, NY,HERKIMER ,668,62613,1066.87,731.98,0.02%
1853, NY,JEFFERSON ,855,114006,749.96,736.62,0.03%
1854, NY,KINGS ,15940,2629150,606.28,590.57,0.58%
1855, NY,LEWIS ,249,26865,926.86,690.23,0.01%
1856, NY,LIVINGSTON ,540,64257,840.38,667.67,0.02%
1857, NY,MADISON ,625,71329,876.22,695.61,0.02%
1858, NY,MONROE ,6617,747727,884.95,678.65,0.24%
1859, NY,MONTGOMERY ,580,49276,1177.04,804.1,0.02%
1860, NY,NASSAU ,11017,1361500,809.18,572.69,0.40%
1861, NY,NEW YORK ,9916,1643734,603.26,505.83,0.36%
1862, NY,NIAGARA ,2441,211758,1152.73,830.35,0.09%
1863, NY,ONEIDA ,2507,231190,1084.39,758.52,0.09%
1864, NY,ONONDAGA ,4441,466194,952.61,738.06,0.16%
1865, NY,ONTARIO ,1107,109828,1007.94,718.27,0.04%
1866, NY,ORANGE ,2768,379210,729.94,700.87,0.10%
1867, NY,ORLEANS ,424,41346,1025.49,796.11,0.02%
1868, NY,OSWEGO ,1068,118987,897.58,780.9,0.04%
1869, NY,OTSEGO ,583,60097,970.1,674.75,0.02%
1870, NY,PUTNAM ,712,98900,719.92,595.09,0.03%
1871, NY,QUEENS ,14482,2333054,620.73,537.52,0.53%
1872, NY,RENSSELAER ,1484,160070,927.09,758.25,0.05%
1873, NY,RICHMOND ,3710,476015,779.39,662.38,0.14%
1874, NY,ROCKLAND ,2265,326780,693.13,565.63,0.08%
1875, NY,ST. LAWRENCE ,992,110038,901.51,736.8,0.04%
1876, NY,SARATOGA ,1876,227053,826.24,656.2,0.07%
1877, NY,SCHENECTADY ,1520,154553,983.48,724.58,0.06%
1878, NY,SCHOHARIE ,282,31317,900.47,667.76,0.01%
1879, NY,SCHUYLER ,217,18099,1198.96,820.26,0.01%
1880, NY,SENECA ,374,34777,1075.42,803.98,0.01%
1881, NY,STEUBEN ,1000,96940,1031.57,752.05,0.04%
1882, NY,SUFFOLK ,12467,1492583,835.26,666.39,0.45%
1883, NY,SULLIVAN ,770,74801,1029.4,828.53,0.03%
1884, NY,TIOGA ,487,48760,998.77,727.72,0.02%
1885, NY,TOMPKINS ,712,104871,678.93,682.51,0.03%
1886, NY,ULSTER ,1764,179225,984.24,718.17,0.06%
1887, NY,WARREN ,699,64567,1082.6,711.75,0.03%
1888, NY,WASHINGTON ,636,61800,1029.13,767.22,0.02%
1889, NY,WAYNE ,896,90798,986.81,762.17,0.03%
1890, NY,WESTCHESTER ,7135,974542,732.14,536.92,0.26%
1891, NY,WYOMING ,383,40791,938.93,780.31,0.01%
1892, NY,YATES ,257,24923,1031.18,748.37,0.01%
1893, NC,ALAMANCE ,1639,159688,1026.38,804.34,0.06%
1894, NC,ALEXANDER ,376,37428,1004.6,767.32,0.01%
1895, NC,ALLEGHANY ,150,10848,1382.74,843.16,0.01%
1896, NC,ANSON ,321,25448,1261.4,1010.63,0.01%
1897, NC,ASHE ,327,26924,1214.53,774.57,0.01%
1898, NC,AVERY ,193,17516,1101.85,754.3,0.01%
1899, NC,BEAUFORT ,616,47526,1296.13,882.21,0.02%
1900, NC,BERTIE ,241,19854,1213.86,831.66,0.01%
1901, NC,BLADEN ,417,33741,1235.89,922.58,0.02%
1902, NC,BRUNSWICK ,1397,126953,1100.41,716.73,0.05%
1903, NC,BUNCOMBE ,2611,256088,1019.57,737.95,0.10%
1904, NC,BURKE ,1047,88851,1178.38,856.55,0.04%
1905, NC,CABARRUS ,1496,201590,742.1,759.56,0.05%
1906, NC,CALDWELL ,989,81449,1214.26,971.06,0.04%
1907, NC,CAMDEN ,96,10418,921.48,809.31,0.00%
1908, NC,CARTERET ,804,68890,1167.08,765.46,0.03%
1909, NC,CASWELL ,289,22910,1261.46,877.23,0.01%
1910, NC,CATAWBA ,1642,156459,1049.48,870.89,0.06%
1911, NC,CHATHAM ,673,72243,931.58,536.81,0.02%
1912, NC,CHEROKEE ,333,27905,1193.33,746.32,0.01%
1913, NC,CHOWAN ,183,14383,1272.34,817.42,0.01%
1914, NC,CLAY ,144,10915,1319.29,764.65,0.01%
1915, NC,CLEVELAND ,1242,97144,1278.51,1049.61,0.05%
