State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
MS,Alcorn,472,37304,1265.28,1053.08,0.02%
MS,Amite,171,12458,1372.61,913.19,0.01%
MS,Attala,297,18934,1568.61,1104.87,0.01%
MS,Benton,115,8264,1391.58,1074.11,0.00%
MS,Bolivar,401,32737,1224.91,1109.45,0.01%
MS,Calhoun,166,14610,1136.21,842.88,0.01%
MS,Carroll,104,10255,1014.14,699.71,0.00%
MS,Chickasaw,208,17246,1206.08,1005.81,0.01%
MS,Choctaw,111,8242,1346.76,950.01,0.00%
MS,Claiborne,104,9139,1137.98,1006.48,0.00%
MS,Clarke,240,15888,1510.57,1138.22,0.01%
MS,Clay,236,19850,1188.92,924.95,0.01%
MS,Coahoma,277,23809,1163.43,1042.81,0.01%
MS,Copiah,362,28482,1270.98,1063.78,0.01%
MS,Covington,276,19569,1410.39,1129.38,0.01%
MS,Desoto,1401,175611,797.79,870.69,0.05%
MS,Forrest,788,75979,1037.13,1000.69,0.03%
MS,Franklin,83,7782,1066.56,802.76,0.00%
MS,George,266,23695,1122.6,1171.52,0.01%
MS,Greene,164,13408,1223.15,1160.48,0.01%
MS,Grenada,285,21275,1339.6,1098.12,0.01%
MS,Hancock,543,46791,1160.48,913.25,0.02%
MS,Harrison,1986,203234,977.2,910.25,0.07%
MS,Hinds,2295,241229,951.38,925.1,0.08%
MS,Holmes,202,17999,1122.28,990.87,0.01%
MS,Humphreys,98,8513,1151.18,1035.57,0.00%
MS,Issaquena,Suppressed,1294,Suppressed,Suppressed,Suppressed
MS,Itawamba,315,23529,1338.77,1058.52,0.01%
MS,Jackson,1315,141241,931.03,863.5,0.05%
MS,Jasper,209,16578,1260.71,935.23,0.01%
MS,Jefferson,95,7297,1301.9,1060.3,0.00%
MS,Jefferson Davis,165,11385,1449.28,1098.9,0.01%
MS,Jones,746,67953,1097.82,939.96,0.03%
MS,Kemper,101,9896,1020.61,809.62,0.00%
MS,Lafayette,359,53796,667.34,759.13,0.01%
MS,Lamar,461,60914,756.8,816.54,0.02%
MS,Lauderdale,843,77755,1084.17,888.25,0.03%
MS,Lawrence,168,12749,1317.75,1135.82,0.01%
MS,Leake,245,22620,1083.11,963.41,0.01%
MS,Lee,928,85381,1086.89,974.5,0.03%
MS,Leflore,392,29856,1312.97,1228.29,0.01%
MS,Lincoln,401,34523,1161.54,970.93,0.01%
MS,Lowndes,643,59602,1078.82,942.83,0.02%
MS,Madison,957,105114,910.44,900.78,0.03%
MS,Marion,343,25251,1358.36,1071.6,0.01%
MS,Marshall,368,35801,1027.9,881.79,0.01%
MS,Monroe,455,35873,1268.36,979.63,0.02%
MS,Montgomery,148,10187,1452.83,1070.76,0.01%
MS,Neshoba,419,29403,1425.02,1287.27,0.02%
MS,Newton,284,21558,1317.38,1085.57,0.01%
MS,Noxubee,130,11038,1177.75,1002.48,0.00%
MS,Oktibbeha,309,49833,620.07,743.83,0.01%
MS,Panola,398,34164,1164.97,1044.96,0.01%
MS,Pearl River,660,55310,1193.27,971.55,0.02%
MS,Perry,130,12245,1061.66,857.44,0.00%
MS,Pike,505,39667,1273.1,1080.09,0.02%
MS,Pontotoc,301,31550,954.04,869.42,0.01%
MS,Prentiss,311,25256,1231.39,983.36,0.01%
MS,Quitman,87,7349,1183.83,970.69,0.00%
MS,Rankin,1141,150228,759.51,722.15,0.04%
MS,Scott,278,28207,985.57,907.61,0.01%
MS,Sharkey,60,4552,1318.1,935.02,0.00%
MS,Simpson,308,26912,1144.47,940.28,0.01%
MS,Smith,173,15909,1087.43,843.17,0.01%
MS,Stone,211,18012,1171.44,1088.86,0.01%
MS,Sunflower,302,26407,1143.64,1100.87,0.01%
MS,Tallahatchie,149,14394,1035.15,936.67,0.01%
MS,Tate,297,28201,1053.15,944.96,0.01%
MS,Tippah,293,22190,1320.41,1135.27,0.01%
MS,Tishomingo,279,19491,1431.43,1070.9,0.01%
MS,Tunica,103,10234,1006.45,1088.19,0.00%
MS,Union,328,28311,1158.56,982.02,0.01%
MS,Walthall,188,14599,1287.76,948.81,0.01%
MS,Warren,576,47140,1221.89,1053.41,0.02%
MS,Washington,582,47231,1232.24,1134.82,0.02%
MS,Wayne,220,20480,1074.22,918.61,0.01%
MS,Webster,137,9767,1402.68,1120.04,0.00%
MS,Wilkinson,136,9047,1503.26,1203.85,0.00%
MS,Winston,231,18160,1272.03,986.96,0.01%
MS,Yalobusha,180,12471,1443.35,1064.99,0.01%
MS,Yazoo,304,27264,1115.02,1055.32,0.01%
MT,Beaverhead,96,9401,1021.17,659.72,0.00%
MT,Big Horn,143,13343,1071.72,1214.25,0.01%
MT,Blaine,74,6601,1121.04,993.67,0.00%
MT,Broadwater,70,5747,1218.03,826.08,0.00%
MT,Carbon,106,10460,1013.38,650.84,0.00%
MT,Carter,16,1203,Unreliable,Unreliable,0.00%
MT,Cascade,873,81755,1067.82,787.68,0.03%
MT,Chouteau,63,5759,1093.94,790.07,0.00%
MT,Custer,135,11924,1132.17,741.81,0.00%
MT,Daniels,17,1755,Unreliable,Unreliable,0.00%
MT,Dawson,89,9327,954.22,667.42,0.00%
MT,Deer Lodge,141,9085,1552.01,1054.27,0.01%
MT,Fallon,29,3120,929.49,715.74,0.00%
MT,Fergus,155,11413,1358.1,745.97,0.01%
MT,Flathead,864,98082,880.9,707.49,0.03%
MT,Gallatin,584,104502,558.84,616.77,0.02%
MT,Garfield,10,1310,Unreliable,Unreliable,0.00%
MT,Glacier,141,13694,1029.65,1101.08,0.01%
MT,Golden Valley,14,831,Unreliable,Unreliable,0.00%
MT,Granite,36,3368,1068.88,615.19,0.00%
MT,Hill,153,16542,924.92,828.16,0.01%
MT,Jefferson,85,11853,717.12,537.8,0.00%
MT,Judith Basin,15,1940,Unreliable,Unreliable,0.00%
MT,Lake,284,29758,954.37,711.75,0.01%
MT,Lewis And Clark,579,67282,860.56,676.31,0.02%
MT,Liberty,18,2409,Unreliable,Unreliable,0.00%
MT,Lincoln,249,19259,1292.9,824.38,0.01%
MT,Madison,96,7924,1211.51,698.13,0.00%
MT,Mccone,21,1700,1235.29,774.16,0.00%
MT,Meagher,20,1827,1094.69,620.47,0.00%
MT,Mineral,61,4184,1457.93,856.92,0.00%
MT,Missoula,934,116130,804.27,754.14,0.03%
MT,Musselshell,59,4589,1285.68,795.73,0.00%
MT,Park,157,16114,974.31,714.4,0.01%
MT,Petroleum,Suppressed,489,Suppressed,Suppressed,Suppressed
MT,Phillips,42,4133,1016.21,615.79,0.00%
MT,Pondera,78,6084,1282.05,795.63,0.00%
MT,Powder River,20,1746,1145.48,512.62,0.00%
MT,Powell,91,6858,1326.92,922.76,0.00%
MT,Prairie,24,1182,2030.46,1069.02,0.00%
MT,Ravalli,472,42088,1121.46,699.19,0.02%
MT,Richland,91,11482,792.54,744.84,0.00%
MT,Roosevelt,131,11305,1158.78,1257.26,0.00%
MT,Rosebud,80,9287,861.42,843.24,0.00%
MT,Sanders,143,11534,1239.81,788.37,0.01%
MT,Sheridan,48,3648,1315.79,710.28,0.00%
MT,Silver Bow,404,34553,1169.22,884.02,0.01%
MT,Stillwater,87,9406,924.94,654.33,0.00%
MT,Sweet Grass,48,3623,1324.87,792.71,0.00%
MT,Teton,74,6056,1221.93,736.13,0.00%
MT,Toole,48,4977,964.44,749.18,0.00%
MT,Treasure,Suppressed,692,Suppressed,Suppressed,Suppressed
MT,Valley,80,7539,1061.15,636.73,0.00%
MT,Wheatland,16,2117,Unreliable,Unreliable,0.00%
MT,Wibaux,17,1093,Unreliable,Unreliable,0.00%
MT,Yellowstone,1510,158437,953.06,763.86,0.06%
NC,Alamance,1639,159688,1026.38,804.34,0.06%
NC,Alexander,376,37428,1004.6,767.32,0.01%
NC,Alleghany,150,10848,1382.74,843.16,0.01%
NC,Anson,321,25448,1261.4,1010.63,0.01%
NC,Ashe,327,26924,1214.53,774.57,0.01%
NC,Avery,193,17516,1101.85,754.3,0.01%
NC,Beaufort,616,47526,1296.13,882.21,0.02%
NC,Bertie,241,19854,1213.86,831.66,0.01%
NC,Bladen,417,33741,1235.89,922.58,0.02%
NC,Brunswick,1397,126953,1100.41,716.73,0.05%
NC,Buncombe,2611,256088,1019.57,737.95,0.10%
NC,Burke,1047,88851,1178.38,856.55,0.04%
NC,Cabarrus,1496,201590,742.1,759.56,0.05%
NC,Caldwell,989,81449,1214.26,971.06,0.04%
NC,Camden,96,10418,921.48,809.31,0.00%
NC,Carteret,804,68890,1167.08,765.46,0.03%
NC,Caswell,289,22910,1261.46,877.23,0.01%
NC,Catawba,1642,156459,1049.48,870.89,0.06%
NC,Chatham,673,72243,931.58,536.81,0.02%
NC,Cherokee,333,27905,1193.33,746.32,0.01%
NC,Chowan,183,14383,1272.34,817.42,0.01%
NC,Clay,144,10915,1319.29,764.65,0.01%
NC,Cleveland,1242,97144,1278.51,1049.61,0.05%
NC,Columbus,714,56505,1263.6,978.44,0.03%
NC,Craven,1137,103445,1099.13,868.1,0.04%
NC,Cumberland,2559,327127,782.26,864.04,0.09%
NC,Currituck,224,25809,867.91,758.07,0.01%
NC,Dare,366,35964,1017.68,750.71,0.01%
NC,Davidson,1740,164926,1055.02,851.84,0.06%
NC,Davie,508,42013,1209.15,843.25,0.02%
NC,Duplin,550,58969,932.69,755.7,0.02%
NC,Durham,1979,306212,646.28,674.41,0.07%
NC,Edgecombe,670,53318,1256.61,975.2,0.02%
NC,Forsyth,3296,371511,887.19,769.01,0.12%
NC,Franklin,575,64705,888.65,767.89,0.02%
NC,Gaston,2289,216965,1055.01,925.66,0.08%
NC,Gates,119,11478,1036.77,758.49,0.00%
NC,Graham,103,8558,1203.55,782.35,0.00%
NC,Granville,533,59031,902.92,753.03,0.02%
NC,Greene,204,21168,963.72,825.54,0.01%
NC,Guilford,4372,521330,838.62,753,0.16%
NC,Halifax,656,51766,1267.24,907.77,0.02%
NC,Harnett,982,130881,750.3,845.54,0.04%
NC,Haywood,763,60682,1257.37,786.88,0.03%
NC,Henderson,1379,114209,1207.44,700.38,0.05%
NC,Hertford,263,24136,1089.66,824.13,0.01%
NC,Hoke,315,53262,591.42,814.56,0.01%
NC,Hyde,67,5517,1214.43,882.07,0.00%
NC,Iredell,1567,172916,906.22,839.25,0.06%
NC,Jackson,417,42241,987.19,857.44,0.02%
NC,Johnston,1491,191450,778.79,815.76,0.05%
NC,Jones,106,9845,1076.69,640.53,0.00%
NC,Lee,541,59616,907.47,767.68,0.02%
NC,Lenoir,713,57307,1244.18,906.5,0.03%
NC,Lincoln,818,81168,1007.79,861.11,0.03%
NC,Macon,487,34376,1416.69,822.04,0.02%
NC,Madison,248,21340,1162.14,817.37,0.01%
NC,Martin,313,23172,1350.77,924.35,0.01%
NC,Mcdowell,539,45075,1195.78,886.64,0.02%
NC,Mecklenburg,6227,1054835,590.33,679.2,0.23%
NC,Mitchell,221,15126,1461.06,896.83,0.01%
NC,Montgomery,293,27418,1068.64,779.64,0.01%
NC,Moore,1158,95776,1209.07,705.45,0.04%
NC,Nash,1058,94005,1125.47,901.14,0.04%
NC,New Hanover,2005,223483,897.16,747.16,0.07%
NC,Northampton,287,20000,1435,918.32,0.01%
NC,Onslow,1193,187136,637.5,862.43,0.04%
NC,Orange,825,141796,581.82,637.06,0.03%
NC,Pamlico,166,12821,1294.75,745.09,0.01%
NC,Pasquotank,428,39864,1073.65,882.92,0.02%
NC,Pender,607,59090,1027.25,855.81,0.02%
NC,Perquimans,176,13335,1319.84,825.79,0.01%
NC,Person,437,39284,1112.41,838.7,0.02%
NC,Pitt,1247,177220,703.65,761.67,0.05%
NC,Polk,299,20334,1470.44,686.64,0.01%
NC,Randolph,1516,143416,1057.06,871.82,0.06%
NC,Richmond,564,44939,1255.03,1027.76,0.02%
NC,Robeson,1435,133235,1077.04,1027.66,0.05%
NC,Rockingham,1165,91393,1274.71,924.4,0.04%
NC,Rowan,1626,139933,1161.98,941.72,0.06%
NC,Rutherford,849,66421,1278.21,909.69,0.03%
NC,Sampson,716,63124,1134.28,923.88,0.03%
NC,Scotland,423,35244,1200.2,966.21,0.02%
NC,Stanly,714,60791,1174.52,909.5,0.03%
NC,Stokes,564,46097,1223.51,882.66,0.02%
NC,Surry,906,72113,1256.36,889.12,0.03%
NC,Swain,178,14346,1240.76,927.5,0.01%
NC,Transylvania,458,33482,1367.9,716.14,0.02%
NC,Tyrrell,44,4141,1062.55,777.23,0.00%
NC,Union,1430,226606,631.05,729.8,0.05%
NC,Vance,545,44244,1231.81,985.01,0.02%
NC,Wake,5555,1046791,530.67,632.13,0.20%
NC,Warren,275,19907,1381.42,875.69,0.01%
NC,Washington,159,12195,1303.81,821.05,0.01%
NC,Watauga,319,53922,591.6,558.31,0.01%
NC,Wayne,1261,124150,1015.71,887.62,0.05%
NC,Wilkes,860,68740,1251.09,884.01,0.03%
NC,Wilson,796,81661,974.76,781.59,0.03%
NC,Yadkin,430,37532,1145.69,835.91,0.02%
NC,Yancey,221,17678,1250.14,818.7,0.01%
ND,Adams,39,2305,1691.97,830.22,0.00%
ND,Barnes,108,10926,988.47,608.6,0.00%
ND,Benson,68,6739,1009.05,1050.58,0.00%
ND,Billings,Suppressed,934,Suppressed,Suppressed,Suppressed
ND,Bottineau,97,6579,1474.39,933.99,0.00%
ND,Bowman,26,3241,802.22,455.42,0.00%
ND,Burke,24,2198,1091.9,816.48,0.00%
ND,Burleigh,719,94487,760.95,625.15,0.03%
ND,Cass,1118,175249,637.95,667.34,0.04%
ND,Cavalier,42,3827,1097.47,511.7,0.00%
ND,Dickey,72,5064,1421.8,789.66,0.00%
ND,Divide,29,2413,1201.82,598.09,0.00%
ND,Dunn,36,4366,824.55,725.33,0.00%
ND,Eddy,49,2358,2078.03,940.45,0.00%
ND,Emmons,51,3346,1524.21,727.03,0.00%
ND,Foster,44,3303,1332.12,732.68,0.00%
ND,Golden Valley,12,1817,Unreliable,Unreliable,0.00%
ND,Grand Forks,491,71083,690.74,712.79,0.02%
ND,Grant,28,2377,1177.96,522.06,0.00%
ND,Griggs,34,2277,1493.19,774.03,0.00%
ND,Hettinger,32,2629,1217.19,720,0.00%
ND,Kidder,18,2414,Unreliable,Unreliable,0.00%
ND,Lamoure,47,4111,1143.27,533.02,0.00%
ND,Logan,33,1941,1700.15,797.92,0.00%
ND,Mchenry,61,5963,1022.98,713.36,0.00%
ND,Mcintosh,37,2656,1393.07,551.75,0.00%
ND,Mckenzie,70,12621,554.63,793.27,0.00%
ND,Mclean,100,9729,1027.85,680.25,0.00%
ND,Mercer,76,8694,874.17,640.12,0.00%
ND,Morton,316,30809,1025.67,848.19,0.01%
ND,Mountrail,88,10242,859.21,1002.28,0.00%
ND,Nelson,55,2960,1858.11,788.6,0.00%
ND,Oliver,11,1870,Unreliable,Unreliable,0.00%
ND,Pembina,62,7069,877.07,459.64,0.00%
ND,Pierce,52,4267,1218.65,616.61,0.00%
ND,Ramsey,121,11547,1047.89,690.49,0.00%
ND,Ransom,92,5404,1702.44,894.51,0.00%
ND,Renville,36,2550,1411.76,905.43,0.00%
ND,Richland,140,16353,856.11,605.02,0.01%
ND,Rolette,132,14659,900.47,1022.31,0.00%
ND,Sargent,31,3890,796.92,493.79,0.00%
ND,Sheridan,13,1322,Unreliable,Unreliable,0.00%
ND,Sioux,42,4469,939.81,1193.49,0.00%
ND,Slope,Suppressed,763,Suppressed,Suppressed,Suppressed
ND,Stark,223,31199,714.77,635.17,0.01%
ND,Steele,25,1962,1274.21,888.88,0.00%
ND,Stutsman,236,21128,1117,757.28,0.01%
ND,Towner,22,2263,972.16,465.57,0.00%
ND,Traill,96,8030,1195.52,744.33,0.00%
ND,Walsh,150,10904,1375.64,798.38,0.01%
ND,Ward,446,70210,635.24,632.89,0.02%
ND,Wells,59,4098,1439.73,679.33,0.00%
ND,Williams,223,34337,649.45,773.02,0.01%
NE,Adams,311,31684,981.57,713.16,0.01%
NE,Antelope,87,6329,1374.62,736.69,0.00%
NE,Arthur,Suppressed,469,Suppressed,Suppressed,Suppressed
NE,Banner,Suppressed,798,Suppressed,Suppressed,Suppressed
NE,Blaine,Suppressed,484,Suppressed,Suppressed,Suppressed
NE,Boone,57,5332,1069.02,570.47,0.00%
NE,Box Butte,112,11194,1000.54,715.81,0.00%
NE,Boyd,41,1982,2068.62,927.86,0.00%
NE,Brown,37,2960,1250,708.79,0.00%
NE,Buffalo,345,49383,698.62,635.45,0.01%
NE,Burt,95,6546,1451.27,760.09,0.00%
NE,Butler,103,8052,1279.19,764.83,0.00%
NE,Cass,237,25767,919.78,704.84,0.01%
NE,Cedar,95,8671,1095.61,610.25,0.00%
NE,Chase,48,3937,1219.2,705.06,0.00%
NE,Cherry,61,5832,1045.95,601.44,0.00%
NE,Cheyenne,111,10051,1104.37,784.39,0.00%
NE,Clay,68,6163,1103.36,678.08,0.00%
NE,Colfax,83,10414,797,718.59,0.00%
NE,Cuming,83,9016,920.59,463.54,0.00%
NE,Custer,119,10807,1101.14,661.99,0.00%
NE,Dakota,194,20465,947.96,913.73,0.01%
NE,Dawes,104,8979,1158.26,790.8,0.00%
NE,Dawson,185,23640,782.57,654.06,0.01%
NE,Deuel,24,1873,1281.37,689.5,0.00%
NE,Dixon,63,5762,1093.37,699.9,0.00%
NE,Dodge,433,36757,1178.01,751.09,0.02%
NE,Douglas,3940,554995,709.92,723.86,0.14%
NE,Dundy,28,1831,1529.22,793.39,0.00%
NE,Fillmore,83,5720,1451.05,726.25,0.00%
NE,Franklin,40,3014,1327.14,779.33,0.00%
NE,Frontier,20,2621,763.07,476.09,0.00%
NE,Furnas,57,4787,1190.72,637.74,0.00%
NE,Gage,285,21799,1307.4,793.59,0.01%
NE,Garden,30,1930,1554.4,670.34,0.00%
NE,Garfield,39,2011,1939.33,817.55,0.00%
NE,Gosper,25,1971,1268.39,841.89,0.00%
NE,Grant,Suppressed,641,Suppressed,Suppressed,Suppressed
NE,Greeley,27,2399,1125.47,540,0.00%
NE,Hall,567,61705,918.89,772.07,0.02%
NE,Hamilton,72,9186,783.8,546.48,0.00%
NE,Harlan,47,3473,1353.3,804.79,0.00%
NE,Hayes,Suppressed,897,Suppressed,Suppressed,Suppressed
NE,Hitchcock,38,2825,1345.13,793.18,0.00%
NE,Holt,127,10250,1239.02,653.65,0.00%
NE,Hooker,18,708,Unreliable,Unreliable,0.00%
NE,Howard,74,6429,1151.03,660.12,0.00%
NE,Jefferson,96,7177,1337.61,740.02,0.00%
NE,Johnson,72,5171,1392.38,990.93,0.00%
NE,Kearney,79,6552,1205.74,794.59,0.00%
NE,Keith,103,8018,1284.61,773.15,0.00%
NE,Keya Paha,Suppressed,791,Suppressed,Suppressed,Suppressed
NE,Kimball,51,3679,1386.25,741.72,0.00%
NE,Knox,105,8571,1225.06,683.05,0.00%
NE,Lancaster,2171,309637,701.14,688.62,0.08%
NE,Lincoln,375,35550,1054.85,762.86,0.01%
NE,Logan,Suppressed,772,Suppressed,Suppressed,Suppressed
NE,Loup,Suppressed,591,Suppressed,Suppressed,Suppressed
NE,Madison,378,35015,1079.54,805.7,0.01%
NE,Mcpherson,Suppressed,493,Suppressed,Suppressed,Suppressed
NE,Merrick,67,7828,855.9,580.49,0.00%
NE,Morrill,62,4787,1295.17,813.22,0.00%
NE,Nance,39,3576,1090.6,641.03,0.00%
NE,Nemaha,78,6971,1118.92,782.31,0.00%
NE,Nuckolls,59,4265,1383.35,662.09,0.00%
NE,Otoe,177,16081,1100.68,655.12,0.01%
NE,Pawnee,33,2652,1244.34,523.89,0.00%
NE,Perkins,34,2898,1173.22,546.98,0.00%
NE,Phelps,118,9266,1273.47,727.5,0.00%
NE,Pierce,59,7159,824.14,604.3,0.00%
NE,Platte,274,32861,833.82,605.28,0.01%
NE,Polk,59,5203,1133.96,711.05,0.00%
NE,Red Willow,149,10722,1389.67,876.59,0.01%
NE,Richardson,115,8060,1426.8,699.9,0.00%
NE,Rock,29,1390,2086.33,1142.01,0.00%
NE,Saline,150,14331,1046.68,814.47,0.01%
NE,Sarpy,964,179023,538.48,622.79,0.04%
NE,Saunders,227,21038,1079,784.49,0.01%
NE,Scotts Bluff,383,36422,1051.56,749.67,0.01%
NE,Seward,176,17284,1018.28,733.26,0.01%
NE,Sheridan,63,5234,1203.67,618.03,0.00%
NE,Sherman,38,3054,1244.27,754.06,0.00%
NE,Sioux,10,1242,Unreliable,Unreliable,0.00%
NE,Stanton,37,5944,622.48,518.59,0.00%
NE,Thayer,79,5101,1548.72,711.75,0.00%
NE,Thomas,Suppressed,716,Suppressed,Suppressed,Suppressed
NE,Thurston,85,7127,1192.65,1178.69,0.00%
NE,Valley,60,4184,1434.03,768.02,0.00%
NE,Washington,171,20603,829.98,644.65,0.01%
NE,Wayne,66,9365,704.75,512.08,0.00%
NE,Webster,63,3603,1748.54,1027.48,0.00%
NE,Wheeler,Suppressed,776,Suppressed,Suppressed,Suppressed
NE,York,188,13794,1362.91,874.12,0.01%
NH,Belknap,731,60779,1202.72,813.41,0.03%
NH,Carroll,559,47289,1182.09,696.07,0.02%
NH,Cheshire,730,75774,963.39,735.58,0.03%
NH,Coos,458,32039,1429.51,893.49,0.02%
NH,Grafton,826,88888,929.26,652.62,0.03%
NH,Hillsborough,3388,407761,830.88,715.83,0.12%
NH,Merrimack,1402,148582,943.59,713.83,0.05%
NH,Rockingham,2523,303251,831.98,685.14,0.09%
NH,Strafford,1132,127428,888.34,788.16,0.04%
NH,Sullivan,454,43004,1055.72,748.5,0.02%
NJ,Atlantic,2787,270991,1028.45,815.65,0.10%
NJ,Bergen,7146,939151,760.9,556.48,0.26%
NJ,Burlington,4199,449284,934.6,729.04,0.15%
NJ,Camden,4700,510150,921.3,783.5,0.17%
NJ,Cape May,1274,94430,1349.15,798.33,0.05%
NJ,Cumberland,1533,153797,996.77,881.02,0.06%
NJ,Essex,5963,796914,748.26,703.45,0.22%
NJ,Gloucester,2641,292330,903.43,788.91,0.10%
NJ,Hudson,3713,677983,547.65,605.75,0.14%
NJ,Hunterdon,918,124676,736.31,563.44,0.03%
NJ,Mercer,2925,371023,788.36,670.83,0.11%
NJ,Middlesex,5971,837073,713.32,625.3,0.22%
NJ,Monmouth,5450,625846,870.82,661.56,0.20%
NJ,Morris,3767,498423,755.78,571.93,0.14%
NJ,Ocean,7272,592497,1227.35,747.68,0.26%
NJ,Passaic,3643,507945,717.2,650.07,0.13%
NJ,Salem,769,63436,1212.25,879.75,0.03%
NJ,Somerset,2325,333751,696.63,566.16,0.08%
NJ,Sussex,1218,142522,854.6,720.28,0.04%
NJ,Union,3949,555630,710.72,627.63,0.14%
NJ,Warren,992,106617,930.43,707.24,0.04%
NM,Bernalillo,5669,676953,837.43,732.2,0.21%
NM,Catron,38,3508,1083.24,547.63,0.00%
NM,Chaves,693,65282,1061.55,917.44,0.03%
NM,Cibola,258,27487,938.63,881.24,0.01%
NM,Colfax,168,12253,1371.09,895.59,0.01%
NM,Curry,406,50280,807.48,861.09,0.01%
NM,Debaca,24,1793,1338.54,786.75,0.00%
NM,Dona Ana,1525,214207,711.93,646.23,0.06%
NM,Eddy,557,57621,966.66,880.37,0.02%
NM,Grant,338,28280,1195.19,721.33,0.01%
NM,Guadalupe,41,4376,936.93,669.87,0.00%
NM,Harding,Suppressed,665,Suppressed,Suppressed,Suppressed
NM,Hidalgo,49,4302,1139.01,728.59,0.00%
NM,Lea,533,69749,764.17,860.78,0.02%
NM,Lincoln,219,19429,1127.18,740.17,0.01%
NM,Los Alamos,139,18147,765.97,547.75,0.01%
NM,Luna,303,24450,1239.26,879.83,0.01%
NM,Mckinley,668,74923,891.58,1011.43,0.02%
NM,Mora,45,4504,999.11,679.47,0.00%
NM,Otero,640,65410,978.44,822.74,0.02%
NM,Quay,122,8365,1458.46,977.79,0.00%
NM,Rio Arriba,421,40040,1051.45,899,0.02%
NM,Roosevelt,147,19082,770.36,747.2,0.01%
NM,San Juan,1061,115079,921.98,839,0.04%
NM,San Miguel,306,27760,1102.31,852.64,0.01%
NM,Sandoval,1092,142025,768.88,677.94,0.04%
NM,Santa Fe,1232,148651,828.79,605.08,0.04%
NM,Sierra,272,11191,2430.52,1130.44,0.01%
NM,Socorro,201,17027,1180.48,975.73,0.01%
NM,Taos,307,33065,928.47,640.63,0.01%
NM,Torrance,173,15302,1130.57,869.53,0.01%
NM,Union,38,4183,908.44,606.69,0.00%
NM,Valencia,672,75626,888.58,789.56,0.02%
NV,Carson City,812,54742,1483.32,1000.18,0.03%
NV,Churchill,273,24198,1128.19,877.54,0.01%
NV,Clark,16079,2155664,745.9,733.87,0.59%
NV,Douglas,452,48020,941.27,553.55,0.02%
NV,Elko,321,52168,615.32,753.52,0.01%
NV,Esmeralda,16,790,Unreliable,Unreliable,0.00%
NV,Eureka,15,1917,Unreliable,Unreliable,0.00%
NV,Humboldt,143,16842,849.07,932.91,0.01%
NV,Lander,47,5702,824.27,779.31,0.00%
NV,Lincoln,68,5055,1345.2,983.85,0.00%
NV,Lyon,651,53179,1224.17,949.84,0.02%
NV,Mineral,80,4449,1798.16,1051.74,0.00%
NV,Nye,715,43423,1646.59,986.24,0.03%
NV,Pershing,51,6560,777.44,699.27,0.00%
NV,Storey,29,4051,715.87,410.33,0.00%
NV,Washoe,4066,453616,896.35,816.49,0.15%
NV,White Pine,84,9682,867.59,715.82,0.00%
NY,Albany,2706,308846,876.16,686.34,0.10%
NY,Allegany,467,47077,991.99,764.73,0.02%
NY,Bronx,9670,1455720,664.28,688.64,0.35%
NY,Broome,2051,195334,1050,744.55,0.07%
NY,Cattaraugus,792,77677,1019.61,769.19,0.03%
NY,Cayuga,764,77861,981.24,702.38,0.03%
NY,Chautauqua,1566,129504,1209.23,847.13,0.06%
NY,Chemung,942,86322,1091.26,788.83,0.03%
NY,Chenango,599,48579,1233.04,852.54,0.02%
NY,Clinton,710,81073,875.75,724.31,0.03%
NY,Columbia,668,60989,1095.28,692,0.02%
NY,Cortland,457,48070,950.7,788.44,0.02%
NY,Delaware,552,45523,1212.57,749.61,0.02%
NY,Dutchess,2520,294473,855.77,664.05,0.09%
NY,Erie,9804,921046,1064.44,786.81,0.36%
NY,Essex,416,38102,1091.81,657.3,0.02%
NY,Franklin,455,50409,902.62,761.15,0.02%
NY,Fulton,615,53828,1142.53,805.61,0.02%
NY,Genesee,609,58482,1041.35,743.88,0.02%
NY,Greene,481,47508,1012.46,695.94,0.02%
NY,Hamilton,48,4542,1056.8,563.58,0.00%
NY,Herkimer,668,62613,1066.87,731.98,0.02%
NY,Jefferson,855,114006,749.96,736.62,0.03%
NY,Kings,15940,2629150,606.28,590.57,0.58%
NY,Lewis,249,26865,926.86,690.23,0.01%
NY,Livingston,540,64257,840.38,667.67,0.02%
NY,Madison,625,71329,876.22,695.61,0.02%
NY,Monroe,6617,747727,884.95,678.65,0.24%
NY,Montgomery,580,49276,1177.04,804.1,0.02%
NY,Nassau,11017,1361500,809.18,572.69,0.40%
NY,New York,9916,1643734,603.26,505.83,0.36%
NY,Niagara,2441,211758,1152.73,830.35,0.09%
NY,Oneida,2507,231190,1084.39,758.52,0.09%
NY,Onondaga,4441,466194,952.61,738.06,0.16%
NY,Ontario,1107,109828,1007.94,718.27,0.04%
NY,Orange,2768,379210,729.94,700.87,0.10%
NY,Orleans,424,41346,1025.49,796.11,0.02%
NY,Oswego,1068,118987,897.58,780.9,0.04%
NY,Otsego,583,60097,970.1,674.75,0.02%
NY,Putnam,712,98900,719.92,595.09,0.03%
NY,Queens,14482,2333054,620.73,537.52,0.53%
NY,Rensselaer,1484,160070,927.09,758.25,0.05%
NY,Richmond,3710,476015,779.39,662.38,0.14%
NY,Rockland,2265,326780,693.13,565.63,0.08%
NY,Saratoga,1876,227053,826.24,656.2,0.07%
