,State,County,Hospital,Number of Completed Surveys,FIPS
1908,TX,Starr,1.0,95.0,48427
1909,TX,Stephens,1.0,55.0,48429
1910,TX,Swisher,1.0,50.0,48437
1911,TX,Tarrant,24.0,21925.0,48439
1912,TX,Taylor,2.0,1242.0,48441
1913,TX,Terry,1.0,93.0,48445
1914,TX,Titus,1.0,415.0,48449
1915,TX,Tom Green,2.0,1616.0,48451
1916,TX,Travis,11.0,10693.0,48453
1917,TX,Tyler,1.0,50.0,48457
1918,TX,Uvalde,1.0,199.0,48463
1919,TX,Val Verde,1.0,359.0,48465
1920,TX,Victoria,2.0,1111.0,48469
1921,TX,Walker,1.0,373.0,48471
1922,TX,Ward,1.0,50.0,48475
1923,TX,Washington,1.0,202.0,48477
1924,TX,Webb,2.0,1700.0,48479
1925,TX,Wharton,1.0,79.0,48481
1926,TX,Wichita,3.0,772.0,48485
1927,TX,Wilbarger,1.0,64.0,48487
1928,TX,Williamson,6.0,4643.0,48491
1929,TX,Wilson,1.0,133.0,48493
1930,TX,Wise,1.0,611.0,48497
1931,TX,Wood,2.0,146.0,48499
1932,TX,Yoakum,1.0,50.0,48501
1933,TX,Young,2.0,123.0,48503
1934,UT,Box Elder,2.0,263.0,49003
1935,UT,Cache,2.0,1464.0,49005
1936,UT,Carbon,1.0,382.0,49007
1937,UT,Davis,2.0,1358.0,49011
1938,UT,Duchesne,1.0,316.0,49013
1939,UT,Garfield,1.0,63.0,49017
1940,UT,Grand,1.0,50.0,49019
1941,UT,Iron,1.0,597.0,49021
1942,UT,Juab,1.0,231.0,49023
1943,UT,Kane,1.0,52.0,49025
1944,UT,Millard,2.0,50.0,49027
1945,UT,Salt Lake,12.0,15021.0,49035
1946,UT,San Juan,2.0,100.0,49037
1947,UT,Sanpete,2.0,219.0,49039
1948,UT,Sevier,1.0,198.0,49041
1949,UT,Summit,1.0,403.0,49043
1950,UT,Tooele,1.0,284.0,49045
1951,UT,Uintah,1.0,234.0,49047
1952,UT,Utah,5.0,5859.0,49049
1953,UT,Wasatch,1.0,144.0,49051
1954,UT,Washington,1.0,3535.0,49053
1955,UT,Weber,2.0,4062.0,49057
1956,VA,Accomack,1.0,355.0,51001
1957,VA,Albemarle,1.0,613.0,51003
1958,VA,Alexandria City,1.0,461.0,51510
1959,VA,Alleghany,1.0,260.0,51005
1960,VA,Arlington,2.0,2681.0,51013
1961,VA,Augusta,1.0,241.0,51015
1962,VA,Bath,1.0,50.0,51017
1963,VA,Bedford,1.0,265.0,51019
1964,VA,Buchanan,1.0,262.0,51027
1965,VA,Charlottesville City,1.0,960.0,51540
1966,VA,Chesapeake City,1.0,565.0,51550
1967,VA,Chesterfield,2.0,3767.0,51041
1968,VA,Culpeper,1.0,301.0,51047
1969,VA,Danville City,1.0,894.0,51590
1970,VA,Emporia City,1.0,180.0,51595
1971,VA,Essex,1.0,342.0,51057
1972,VA,Fairfax,4.0,2740.0,51059
1973,VA,Fauquier,1.0,591.0,51061
1974,VA,Franklin,1.0,290.0,51067
1975,VA,Franklin City,1.0,282.0,51620
1976,VA,Fredericksburg City,1.0,2791.0,51630
1977,VA,Galax City,1.0,449.0,51640
1978,VA,Giles,1.0,207.0,51071
1979,VA,Gloucester,1.0,445.0,51073
1980,VA,Halifax,1.0,797.0,51083
1981,VA,Hampton City,1.0,557.0,51650
1982,VA,Hanover,1.0,2048.0,51085
1983,VA,Harrisonburg City,1.0,731.0,51660
1984,VA,Henrico,2.0,5519.0,51087
1985,VA,Hopewell City,1.0,545.0,51670
1986,VA,James City,2.0,979.0,51095
1987,VA,Lancaster,1.0,166.0,51103
1988,VA,Lexington City,1.0,234.0,51678
1989,VA,Loudoun,2.0,689.0,51107
1990,VA,Lynchburg City,1.0,3573.0,51680
1991,VA,Manassas City,1.0,434.0,51683
1992,VA,Martinsville City,1.0,539.0,51690
1993,VA,Mecklenburg,1.0,324.0,51117
1994,VA,Montgomery,2.0,1354.0,51121
1995,VA,Newport News City,2.0,1990.0,51700
1996,VA,Norfolk City,4.0,2117.0,51710
1997,VA,Norton City,1.0,397.0,51720
1998,VA,Page,1.0,112.0,51139
1999,VA,Petersburg City,2.0,568.0,51730
2000,VA,Portsmouth City,1.0,1182.0,51740
2001,VA,Prince Edward,1.0,434.0,51147
2002,VA,Prince William,2.0,875.0,51153
2003,VA,Pulaski,1.0,248.0,51155
2004,VA,Richmond City,3.0,2256.0,51760
2005,VA,Roanoke City,1.0,2066.0,51770
2006,VA,Russell,1.0,140.0,51167
2007,VA,Salem,1.0,1110.0,51775
2008,VA,Shenandoah,1.0,342.0,51171
2009,VA,Smyth,1.0,211.0,51173
2010,VA,Spotsylvania,1.0,849.0,51177
2011,VA,Stafford,1.0,755.0,51179
2012,VA,Suffolk City,1.0,570.0,51800
2013,VA,Tazewell,2.0,598.0,51185
2014,VA,Virginia Beach City,2.0,1173.0,51810
2015,VA,Warren,1.0,234.0,51187
2016,VA,Washington,1.0,1038.0,51191
2017,VA,Winchester City,1.0,595.0,51840
2018,VA,Wise,1.0,502.0,51195
2019,VA,Wythe,1.0,397.0,51197
2020,VT,Addison,1.0,313.0,50001
2021,VT,Bennington,1.0,362.0,50003
2022,VT,Caledonia,1.0,321.0,50005
2023,VT,Chittenden,1.0,3760.0,50007
2024,VT,Franklin,1.0,459.0,50011
2025,VT,Lamoille,1.0,578.0,50015
2026,VT,Orange,1.0,326.0,50017
2027,VT,Orleans,1.0,240.0,50019
2028,VT,Rutland,1.0,936.0,50021
2029,VT,Washington,1.0,750.0,50023
2030,VT,Windham,2.0,388.0,50025
2031,VT,Windsor,2.0,324.0,50027
2032,WA,Adams,2.0,70.0,53001
2033,WA,Asotin,1.0,304.0,53003
2034,WA,Benton,3.0,1944.0,53005
2035,WA,Chelan,4.0,965.0,53007
2036,WA,Clallam,2.0,428.0,53009
2037,WA,Clark,2.0,2802.0,53011
2038,WA,Columbia,1.0,50.0,53013
2039,WA,Cowlitz,1.0,677.0,53015
2040,WA,Franklin,1.0,462.0,53021
2041,WA,Grant,4.0,417.0,53025
2042,WA,Grays Harbor,2.0,653.0,53027
2043,WA,Island,1.0,311.0,53029
2044,WA,Jefferson,1.0,276.0,53031
2045,WA,King,17.0,18826.0,53033
2046,WA,Kitsap,1.0,2133.0,53035
2047,WA,Kittitas,1.0,158.0,53037
2048,WA,Klickitat,2.0,103.0,53039
2049,WA,Lewis,2.0,699.0,53041
2050,WA,Lincoln,2.0,94.0,53043
2051,WA,Mason,1.0,308.0,53045
2052,WA,Okanogan,3.0,269.0,53047
2053,WA,Pacific,2.0,126.0,53049
2054,WA,Pend Oreille,1.0,76.0,53051
2055,WA,Pierce,6.0,12700.0,53053
2056,WA,Skagit,3.0,1383.0,53057
2057,WA,Snohomish,4.0,3766.0,53061
2058,WA,Spokane,5.0,4252.0,53063
2059,WA,Stevens,2.0,276.0,53065
2060,WA,Thurston,2.0,2069.0,53067
2061,WA,Walla Walla,2.0,1336.0,53071
2062,WA,Whatcom,1.0,1421.0,53073
2063,WA,Whitman,2.0,445.0,53075
2064,WA,Yakima,4.0,2241.0,53077
2065,WI,Adams,1.0,50.0,55001
2066,WI,Ashland,1.0,229.0,55003
2067,WI,Barron,3.0,736.0,55005
2068,WI,Brown,4.0,4346.0,55009
2069,WI,Burnett,1.0,62.0,55013
2070,WI,Calumet,1.0,139.0,55015
2071,WI,Chippewa,3.0,456.0,55017
2072,WI,Clark,1.0,76.0,55019
2073,WI,Columbia,2.0,663.0,55021
2074,WI,Crawford,1.0,234.0,55023
2075,WI,Dane,4.0,1496.0,55025
2076,WI,Dodge,3.0,885.0,55027
2077,WI,Door,1.0,361.0,55029
2078,WI,Douglas,1.0,128.0,55031
2079,WI,Dunn,1.0,264.0,55033
2080,WI,Eau Claire,3.0,2709.0,55035
2081,WI,Fond Du Lac,2.0,898.0,55039
2082,WI,Grant,3.0,435.0,55043
2083,WI,Green,1.0,415.0,55045
2084,WI,Green Lake,1.0,281.0,55047
2085,WI,Iowa,1.0,253.0,55049
2086,WI,Jackson,1.0,194.0,55053
2087,WI,Jefferson,1.0,353.0,55055
2088,WI,Juneau,1.0,142.0,55057
2089,WI,Kenosha,2.0,1773.0,55059
2090,WI,La Crosse,2.0,1278.0,55063
2091,WI,Lafayette,1.0,76.0,55065
2092,WI,Langlade,1.0,330.0,55067
2093,WI,Lincoln,2.0,181.0,55069
2094,WI,Manitowoc,2.0,739.0,55071
2095,WI,Marathon,2.0,2968.0,55073
2096,WI,Marinette,1.0,579.0,55075
2097,WI,Milwaukee,10.0,14477.0,55079
2098,WI,Monroe,2.0,274.0,55081
2099,WI,Oconto,2.0,150.0,55083
2100,WI,Oneida,2.0,1215.0,55085
2101,WI,Outagamie,3.0,3797.0,55087
2102,WI,Ozaukee,3.0,1811.0,55089
2103,WI,Pierce,1.0,244.0,55093
2104,WI,Polk,3.0,806.0,55095
2105,WI,Portage,1.0,984.0,55097
2106,WI,Price,1.0,137.0,55099
2107,WI,Racine,2.0,1359.0,55101
2108,WI,Richland,1.0,300.0,55103
2109,WI,Rock,4.0,2691.0,55105
2110,WI,Rusk,1.0,125.0,55107
2111,WI,Saint Croix,3.0,1037.0,55109
2112,WI,Sauk,3.0,1302.0,55111
2113,WI,Sawyer,1.0,157.0,55113
2114,WI,Shawano,1.0,220.0,55115
2115,WI,Sheboygan,2.0,1066.0,55117
2116,WI,Taylor,1.0,193.0,55119
2117,WI,Trempealeau,2.0,127.0,55121
2118,WI,Vernon,2.0,373.0,55123
2119,WI,Vilas,1.0,79.0,55125
2120,WI,Walworth,2.0,785.0,55127
2121,WI,Washburn,2.0,151.0,55129
2122,WI,Washington,2.0,1393.0,55131
2123,WI,Waukesha,4.0,3974.0,55133
2124,WI,Waupaca,1.0,169.0,55135
2125,WI,Waushara,1.0,50.0,55137
2126,WI,Winnebago,4.0,3003.0,55139
2127,WI,Wood,2.0,3291.0,55141
2128,WV,Barbour,1.0,50.0,54001
2129,WV,Berkeley,1.0,403.0,54003
2130,WV,Boone,1.0,125.0,54005
2131,WV,Braxton,1.0,66.0,54007
2132,WV,Cabell,2.0,2127.0,54011
2133,WV,Fayette,2.0,283.0,54019
2134,WV,Grant,1.0,299.0,54023
2135,WV,Greenbrier,1.0,524.0,54025
2136,WV,Hampshire,1.0,75.0,54027
2137,WV,Hancock,1.0,311.0,54029
2138,WV,Harrison,1.0,654.0,54033
2139,WV,Jackson,1.0,96.0,54035
2140,WV,Jefferson,1.0,159.0,54037
2141,WV,Kanawha,4.0,4930.0,54039
2142,WV,Lewis,1.0,318.0,54041
2143,WV,Logan,1.0,597.0,54045
2144,WV,Marion,1.0,362.0,54049
2145,WV,Marshall,1.0,374.0,54051
2146,WV,Mason,1.0,293.0,54053
2147,WV,Mcdowell,1.0,161.0,54047
2148,WV,Mercer,2.0,984.0,54055
2149,WV,Mineral,1.0,107.0,54057
2150,WV,Mingo,1.0,213.0,54059
2151,WV,Monongalia,2.0,1338.0,54061
2152,WV,Morgan,1.0,106.0,54065
2153,WV,Nicholas,1.0,269.0,54067
2154,WV,Ohio,2.0,2192.0,54069
2155,WV,Pocahontas,1.0,50.0,54075
2156,WV,Preston,1.0,111.0,54077
2157,WV,Raleigh,2.0,992.0,54081
2158,WV,Randolph,1.0,366.0,54083
2159,WV,Roane,1.0,50.0,54087
2160,WV,Taylor,1.0,50.0,54091
2161,WV,Upshur,1.0,50.0,54097
2162,WV,Wetzel,1.0,69.0,54103
2163,WV,Wood,1.0,804.0,54107
2164,WY,Albany,1.0,413.0,56001
2165,WY,Big Horn,2.0,50.0,56003
2166,WY,Campbell,1.0,343.0,56005
2167,WY,Carbon,1.0,72.0,56007
2168,WY,Converse,1.0,122.0,56009
2169,WY,Fremont,1.0,337.0,56013
2170,WY,Goshen,1.0,104.0,56015
2171,WY,Hot Springs,1.0,63.0,56017
2172,WY,Laramie,1.0,645.0,56021
2173,WY,Lincoln,2.0,197.0,56023
2174,WY,Natrona,3.0,1472.0,56025
2175,WY,Park,2.0,374.0,56029
2176,WY,Platte,1.0,65.0,56031
2177,WY,Sheridan,1.0,562.0,56033
2178,WY,Sweetwater,2.0,402.0,56037
2179,WY,Teton,1.0,476.0,56039
2180,WY,Uinta,1.0,119.0,56041
2181,WY,Washakie,1.0,62.0,56043
2182,AK,Aleutians East,0.0,0.0,02013
2183,AK,Aleutians West,0.0,0.0,02016
2184,AK,Bristol Bay,0.0,0.0,02060
2185,AK,Denali,0.0,0.0,02068
2186,AK,Dillingham,0.0,0.0,02070
2187,AK,Haines,0.0,0.0,02100
2188,AK,Hoonah Angoon,0.0,0.0,02105
2189,AK,Kenai Peninsula,0.0,0.0,02122
2190,AK,Lake And Peninsula,0.0,0.0,02164
2191,AK,North Slope,0.0,0.0,02185
2192,AK,Northwest Arctic,0.0,0.0,02188
2193,AK,Petersburg,0.0,0.0,02195
2194,AK,Prince Of Wales Hyder,0.0,0.0,02198
2195,AK,Skagway,0.0,0.0,02230
2196,AK,Southeast Fairbanks,0.0,0.0,02240
2197,AK,Valdez Cordova,0.0,0.0,02261
2198,AK,Wade Hampton,0.0,0.0,02270
2199,AK,Wrangell,0.0,0.0,02275
2200,AK,Yakutat,0.0,0.0,02282
2201,AK,Yukon Koyukuk,0.0,0.0,02290
2202,AL,Chambers,0.0,0.0,01017
2203,AL,Chilton,0.0,0.0,01021
2204,AL,Choctaw,0.0,0.0,01023
2205,AL,Cleburne,0.0,0.0,01029
2206,AL,Coosa,0.0,0.0,01037
2207,AL,Greene,0.0,0.0,01063
2208,AL,Henry,0.0,0.0,01067
2209,AL,Lamar,0.0,0.0,01075
2210,AL,Lowndes,0.0,0.0,01085
2211,AL,Macon,0.0,0.0,01087
2212,AL,Perry,0.0,0.0,01105
2213,AL,Sumter,0.0,0.0,01119
2214,AL,Washington,0.0,0.0,01129
2215,AR,Calhoun,0.0,0.0,05013
2216,AR,Chicot,0.0,0.0,05017
2217,AR,Cleveland,0.0,0.0,05025
2218,AR,Conway,0.0,0.0,05029
2219,AR,Crittenden,0.0,0.0,05035
2220,AR,Grant,0.0,0.0,05053
2221,AR,Jackson,0.0,0.0,05067
2222,AR,Lafayette,0.0,0.0,05073
2223,AR,Lee,0.0,0.0,05077
2224,AR,Lincoln,0.0,0.0,05079
2225,AR,Little River,0.0,0.0,05081
2226,AR,Lonoke,0.0,0.0,05085
2227,AR,Madison,0.0,0.0,05087
2228,AR,Marion,0.0,0.0,05089
2229,AR,Miller,0.0,0.0,05091
2230,AR,Monroe,0.0,0.0,05095
2231,AR,Montgomery,0.0,0.0,05097
2232,AR,Nevada,0.0,0.0,05099
2233,AR,Newton,0.0,0.0,05101
2234,AR,Perry,0.0,0.0,05105
2235,AR,Pike,0.0,0.0,05109
2236,AR,Poinsett,0.0,0.0,05111
2237,AR,Prairie,0.0,0.0,05117
2238,AR,Searcy,0.0,0.0,05129
2239,AR,Sharp,0.0,0.0,05135
2240,AR,Stone,0.0,0.0,05137
2241,AR,Woodruff,0.0,0.0,05147
2242,AS,Eastern District,0.0,0.0,60010
2243,AS,Manu'A District,0.0,0.0,60020
2244,AS,Rose Island,0.0,0.0,60030
2245,AS,Swains Island,0.0,0.0,60040
2246,AS,Western District,0.0,0.0,60050
2247,AZ,Greenlee,0.0,0.0,04011
2248,CA,Alpine,0.0,0.0,06003
2249,CA,Colusa,0.0,0.0,06011
2250,CA,Sierra,0.0,0.0,06091
2251,CA,Trinity,0.0,0.0,06105
2252,CO,Baca,0.0,0.0,08009
2253,CO,Bent,0.0,0.0,08011
2254,CO,Cheyenne,0.0,0.0,08017
2255,CO,Clear Creek,0.0,0.0,08019
2256,CO,Conejos,0.0,0.0,08021
2257,CO,Costilla,0.0,0.0,08023
2258,CO,Crowley,0.0,0.0,08025
2259,CO,Custer,0.0,0.0,08027
2260,CO,Dolores,0.0,0.0,08033
2261,CO,Elbert,0.0,0.0,08039
2262,CO,Gilpin,0.0,0.0,08047
2263,CO,Grand,0.0,0.0,08049
2264,CO,Hinsdale,0.0,0.0,08053
2265,CO,Huerfano,0.0,0.0,08055
2266,CO,Jackson,0.0,0.0,08057
2267,CO,Kiowa,0.0,0.0,08061
2268,CO,Lake,0.0,0.0,08065
2269,CO,Lincoln,0.0,0.0,08073
2270,CO,Mineral,0.0,0.0,08079
2271,CO,Otero,0.0,0.0,08089
2272,CO,Ouray,0.0,0.0,08091
2273,CO,Park,0.0,0.0,08093
2274,CO,Phillips,0.0,0.0,08095
2275,CO,Saguache,0.0,0.0,08109
2276,CO,San Juan,0.0,0.0,08111
2277,CO,San Miguel,0.0,0.0,08113
2278,CO,Sedgwick,0.0,0.0,08115
2279,CO,Washington,0.0,0.0,08121
2280,FL,Baker,0.0,0.0,12003
2281,FL,Calhoun,0.0,0.0,12013
2282,FL,Dixie,0.0,0.0,12029
2283,FL,Franklin,0.0,0.0,12037
2284,FL,Gadsden,0.0,0.0,12039
2285,FL,Gilchrist,0.0,0.0,12041
2286,FL,Glades,0.0,0.0,12043
2287,FL,Hamilton,0.0,0.0,12047
2288,FL,Hardee,0.0,0.0,12049
2289,FL,Holmes,0.0,0.0,12059
2290,FL,Jefferson,0.0,0.0,12065
2291,FL,Lafayette,0.0,0.0,12067
2292,FL,Liberty,0.0,0.0,12077
2293,FL,Union,0.0,0.0,12125
2294,FL,Wakulla,0.0,0.0,12129
2295,GA,Atkinson,0.0,0.0,13003
2296,GA,Baker,0.0,0.0,13007
2297,GA,Banks,0.0,0.0,13011
2298,GA,Bleckley,0.0,0.0,13023
2299,GA,Brantley,0.0,0.0,13025
2300,GA,Bryan,0.0,0.0,13029
2301,GA,Butts,0.0,0.0,13035
2302,GA,Calhoun,0.0,0.0,13037
2303,GA,Catoosa,0.0,0.0,13047
2304,GA,Charlton,0.0,0.0,13049
2305,GA,Chattahoochee,0.0,0.0,13053
2306,GA,Clay,0.0,0.0,13061
2307,GA,Columbia,0.0,0.0,13073
2308,GA,Crawford,0.0,0.0,13079
2309,GA,Dade,0.0,0.0,13083
2310,GA,Dawson,0.0,0.0,13085
2311,GA,Dooly,0.0,0.0,13093
2312,GA,Early,0.0,0.0,13099
2313,GA,Echols,0.0,0.0,13101
2314,GA,Gilmer,0.0,0.0,13123
2315,GA,Glascock,0.0,0.0,13125
2316,GA,Hancock,0.0,0.0,13141
2317,GA,Harris,0.0,0.0,13145
2318,GA,Hart,0.0,0.0,13147
2319,GA,Heard,0.0,0.0,13149
2320,GA,Jasper,0.0,0.0,13159
2321,GA,Jeff Davis,0.0,0.0,13161
2322,GA,Jenkins,0.0,0.0,13165
2323,GA,Johnson,0.0,0.0,13167
2324,GA,Jones,0.0,0.0,13169
2325,GA,Lamar,0.0,0.0,13171
2326,GA,Lee,0.0,0.0,13177
2327,GA,Lincoln,0.0,0.0,13181
2328,GA,Long,0.0,0.0,13183
2329,GA,Macon,0.0,0.0,13193
2330,GA,Madison,0.0,0.0,13195
2331,GA,Marion,0.0,0.0,13197
2332,GA,Mcintosh,0.0,0.0,13191
2333,GA,Meriwether,0.0,0.0,13199
2334,GA,Montgomery,0.0,0.0,13209
2335,GA,Oconee,0.0,0.0,13219
2336,GA,Oglethorpe,0.0,0.0,13221
2337,GA,Pierce,0.0,0.0,13229
2338,GA,Pike,0.0,0.0,13231
2339,GA,Quitman,0.0,0.0,13239
2340,GA,Schley,0.0,0.0,13249
2341,GA,Screven,0.0,0.0,13251
2342,GA,Stewart,0.0,0.0,13259
2343,GA,Talbot,0.0,0.0,13263
2344,GA,Taliaferro,0.0,0.0,13265
2345,GA,Tattnall,0.0,0.0,13267
2346,GA,Taylor,0.0,0.0,13269
2347,GA,Telfair,0.0,0.0,13271
2348,GA,Terrell,0.0,0.0,13273
2349,GA,Treutlen,0.0,0.0,13283
2350,GA,Turner,0.0,0.0,13287
2351,GA,Twiggs,0.0,0.0,13289
2352,GA,Walker,0.0,0.0,13295
2353,GA,Warren,0.0,0.0,13301
2354,GA,Webster,0.0,0.0,13307
2355,GA,Wheeler,0.0,0.0,13309
2356,GA,White,0.0,0.0,13311
2357,GA,Wilcox,0.0,0.0,13315
2358,GA,Wilkinson,0.0,0.0,13319
2359,GA,Worth,0.0,0.0,13321
2360,GU,Guam,0.0,0.0,66010
2361,HI,Kalawao,0.0,0.0,15005
2362,IA,Adair,0.0,0.0,19001
2363,IA,Audubon,0.0,0.0,19009
2364,IA,Butler,0.0,0.0,19023
2365,IA,Cedar,0.0,0.0,19031
2366,IA,Fremont,0.0,0.0,19071
2367,IA,Greene,0.0,0.0,19073
2368,IA,Jones,0.0,0.0,19105
2369,IA,Keokuk,0.0,0.0,19107
2370,IA,Louisa,0.0,0.0,19115
2371,IA,Mills,0.0,0.0,19129
2372,IA,Pocahontas,0.0,0.0,19151
2373,IA,Ringgold,0.0,0.0,19159
2374,IA,Tama,0.0,0.0,19171
2375,IA,Taylor,0.0,0.0,19173
2376,IA,Warren,0.0,0.0,19181
2377,IA,Wayne,0.0,0.0,19185
2378,IA,Winnebago,0.0,0.0,19189
2379,IA,Worth,0.0,0.0,19195
2380,ID,Adams,0.0,0.0,16003
2381,ID,Boise,0.0,0.0,16015
2382,ID,Boundary,0.0,0.0,16021
2383,ID,Butte,0.0,0.0,16023
2384,ID,Camas,0.0,0.0,16025
2385,ID,Clark,0.0,0.0,16033
2386,ID,Custer,0.0,0.0,16037
2387,ID,Fremont,0.0,0.0,16043
2388,ID,Gem,0.0,0.0,16045
2389,ID,Jefferson,0.0,0.0,16051
2390,ID,Lewis,0.0,0.0,16061
2391,ID,Lincoln,0.0,0.0,16063
2392,ID,Oneida,0.0,0.0,16071
2393,ID,Owyhee,0.0,0.0,16073
2394,ID,Payette,0.0,0.0,16075
2395,ID,Power,0.0,0.0,16077
2396,IL,Alexander,0.0,0.0,17003
2397,IL,Boone,0.0,0.0,17007
2398,IL,Brown,0.0,0.0,17009
2399,IL,Calhoun,0.0,0.0,17013
2400,IL,Carroll,0.0,0.0,17015
2401,IL,Cass,0.0,0.0,17017
2402,IL,Clark,0.0,0.0,17023
2403,IL,Cumberland,0.0,0.0,17035
2404,IL,Douglas,0.0,0.0,17041
2405,IL,Edwards,0.0,0.0,17047
2406,IL,Gallatin,0.0,0.0,17059
2407,IL,Henderson,0.0,0.0,17071
2408,IL,Jasper,0.0,0.0,17079
2409,IL,Johnson,0.0,0.0,17087
2410,IL,Kendall,0.0,0.0,17093
2411,IL,Marshall,0.0,0.0,17123
2412,IL,Menard,0.0,0.0,17129
2413,IL,Monroe,0.0,0.0,17133
2414,IL,Moultrie,0.0,0.0,17139
2415,IL,Pope,0.0,0.0,17151
2416,IL,Pulaski,0.0,0.0,17153
2417,IL,Putnam,0.0,0.0,17155
2418,IL,Scott,0.0,0.0,17171
2419,IL,Stark,0.0,0.0,17175
2420,IL,White,0.0,0.0,17193
2421,IN,Benton,0.0,0.0,18007
2422,IN,Brown,0.0,0.0,18013
2423,IN,Carroll,0.0,0.0,18015
2424,IN,Crawford,0.0,0.0,18025
2425,IN,Fountain,0.0,0.0,18045
2426,IN,Franklin,0.0,0.0,18047
2427,IN,Martin,0.0,0.0,18101
2428,IN,Newton,0.0,0.0,18111
2429,IN,Ohio,0.0,0.0,18115
2430,IN,Owen,0.0,0.0,18119
2431,IN,Parke,0.0,0.0,18121
2432,IN,Pike,0.0,0.0,18125
2433,IN,Posey,0.0,0.0,18129
2434,IN,Spencer,0.0,0.0,18147
2435,IN,Switzerland,0.0,0.0,18155
2436,IN,Union,0.0,0.0,18161
2437,IN,Washington,0.0,0.0,18175
2438,KS,Barber,0.0,0.0,20007
2439,KS,Chase,0.0,0.0,20017
2440,KS,Chautauqua,0.0,0.0,20019
2441,KS,Coffey,0.0,0.0,20031
2442,KS,Comanche,0.0,0.0,20033
2443,KS,Decatur,0.0,0.0,20039
2444,KS,Doniphan,0.0,0.0,20043
2445,KS,Edwards,0.0,0.0,20047
2446,KS,Elk,0.0,0.0,20049
2447,KS,Gray,0.0,0.0,20069
2448,KS,Greeley,0.0,0.0,20071
2449,KS,Hamilton,0.0,0.0,20075
2450,KS,Haskell,0.0,0.0,20081
2451,KS,Jefferson,0.0,0.0,20087
2452,KS,Jewell,0.0,0.0,20089
2453,KS,Kiowa,0.0,0.0,20097
2454,KS,Lane,0.0,0.0,20101
2455,KS,Lincoln,0.0,0.0,20105
2456,KS,Linn,0.0,0.0,20107
2457,KS,Logan,0.0,0.0,20109
2458,KS,Morris,0.0,0.0,20127
2459,KS,Ness,0.0,0.0,20135
2460,KS,Osage,0.0,0.0,20139
2461,KS,Pawnee,0.0,0.0,20145
2462,KS,Rawlins,0.0,0.0,20153
2463,KS,Rush,0.0,0.0,20165
2464,KS,Sherman,0.0,0.0,20181
2465,KS,Stafford,0.0,0.0,20185
2466,KS,Stanton,0.0,0.0,20187
2467,KS,Stevens,0.0,0.0,20189
2468,KS,Wabaunsee,0.0,0.0,20197
2469,KS,Wallace,0.0,0.0,20199
2470,KS,Washington,0.0,0.0,20201
2471,KS,Wichita,0.0,0.0,20203
2472,KS,Woodson,0.0,0.0,20207
2473,KY,Adair,0.0,0.0,21001
2474,KY,Anderson,0.0,0.0,21005
2475,KY,Ballard,0.0,0.0,21007
2476,KY,Bath,0.0,0.0,21011
2477,KY,Bracken,0.0,0.0,21023
2478,KY,Bullitt,0.0,0.0,21029
2479,KY,Butler,0.0,0.0,21031
2480,KY,Carlisle,0.0,0.0,21039
2481,KY,Carter,0.0,0.0,21043
2482,KY,Edmonson,0.0,0.0,21061
2483,KY,Elliott,0.0,0.0,21063
2484,KY,Fulton,0.0,0.0,21075
2485,KY,Gallatin,0.0,0.0,21077
2486,KY,Garrard,0.0,0.0,21079
2487,KY,Greenup,0.0,0.0,21089
2488,KY,Hancock,0.0,0.0,21091
2489,KY,Henry,0.0,0.0,21103
2490,KY,Hickman,0.0,0.0,21105
2491,KY,Jackson,0.0,0.0,21109
2492,KY,Jessamine,0.0,0.0,21113
2493,KY,Knott,0.0,0.0,21119
2494,KY,Larue,0.0,0.0,21123
2495,KY,Lee,0.0,0.0,21129
2496,KY,Leslie,0.0,0.0,21131
2497,KY,Lewis,0.0,0.0,21135
2498,KY,Lyon,0.0,0.0,21143
2499,KY,Magoffin,0.0,0.0,21153
2500,KY,Martin,0.0,0.0,21159
2501,KY,Mccreary,0.0,0.0,21147
2502,KY,Mclean,0.0,0.0,21149
2503,KY,Meade,0.0,0.0,21163
2504,KY,Menifee,0.0,0.0,21165
2505,KY,Metcalfe,0.0,0.0,21169
2506,KY,Morgan,0.0,0.0,21175
2507,KY,Nicholas,0.0,0.0,21181
2508,KY,Owen,0.0,0.0,21187
2509,KY,Owsley,0.0,0.0,21189
2510,KY,Pendleton,0.0,0.0,21191
2511,KY,Powell,0.0,0.0,21197
2512,KY,Robertson,0.0,0.0,21201
2513,KY,Spencer,0.0,0.0,21215
2514,KY,Todd,0.0,0.0,21219
2515,KY,Trimble,0.0,0.0,21223
2516,KY,Washington,0.0,0.0,21229
2517,KY,Webster,0.0,0.0,21233
2518,KY,Whitley,0.0,0.0,21235
2519,KY,Wolfe,0.0,0.0,21237
2520,LA,Assumption Parish,0.0,0.0,22007
2521,LA,Bienville Parish,0.0,0.0,22013
2522,LA,Cameron Parish,0.0,0.0,22023
2523,LA,Catahoula Parish,0.0,0.0,22025
2524,LA,Concordia Parish,0.0,0.0,22029
2525,LA,East Feliciana Parish,0.0,0.0,22037
2526,LA,Grant Parish,0.0,0.0,22043
2527,LA,Iberville Parish,0.0,0.0,22047
2528,LA,Livingston Parish,0.0,0.0,22063
2529,LA,Madison Parish,0.0,0.0,22065
2530,LA,Plaquemines Parish,0.0,0.0,22075
2531,LA,Pointe Coupee Parish,0.0,0.0,22077
2532,LA,Red River Parish,0.0,0.0,22081
